ts,symbol,status,open,high,low,close,upper,lower,is_cross
1771171320,CHFJPY_otc,LIVE,199.283,199.283,199.102,199.128,0,1,0
1771171380,CHFJPY_otc,LIVE,199.132,199.206,199.099,199.182,1,1,1
1771171440,CHFJPY_otc,LIVE,199.182,199.379,199.159,199.365,1,1,1
1771171500,CHFJPY_otc,LIVE,199.365,199.486,199.363,199.443,1,1,1
1771171560,CHFJPY_otc,LIVE,199.443,199.523,199.422,199.434,1,1,1
1771171620,CHFJPY_otc,LIVE,199.444,199.616,199.438,199.601,1,1,1
1771171680,CHFJPY_otc,LIVE,199.601,199.627,199.514,199.59,1,1,1
1771171740,CHFJPY_otc,LIVE,199.59,199.59,199.468,199.529,0,1,0
1771171800,CHFJPY_otc,LIVE,199.529,199.54,199.389,199.41,1,1,1
1771171860,CHFJPY_otc,LIVE,199.406,199.438,199.367,199.372,1,1,1
1771171920,CHFJPY_otc,LIVE,199.369,199.389,199.301,199.302,1,1,1
1771171980,CHFJPY_otc,LIVE,199.302,199.337,199.21,199.21,1,0,0
1771172040,CHFJPY_otc,LIVE,199.21,199.218,199.044,199.064,1,1,1
1771172100,CHFJPY_otc,LIVE,199.059,199.206,199.056,199.167,1,1,1
1771172160,CHFJPY_otc,LIVE,199.163,199.21,199.121,199.166,1,1,1
1771172220,CHFJPY_otc,LIVE,199.166,199.227,199.131,199.131,1,0,0
1771172280,CHFJPY_otc,LIVE,199.135,199.204,199.117,199.169,1,1,1
1771172340,CHFJPY_otc,LIVE,199.194,199.279,199.164,199.277,1,1,1
1771172400,CHFJPY_otc,LIVE,199.277,199.413,199.26,199.386,1,1,1
1771172460,CHFJPY_otc,LIVE,199.393,199.464,199.38,199.444,1,1,1
1771172520,CHFJPY_otc,LIVE,199.444,199.479,199.369,199.378,1,1,1
1771172580,CHFJPY_otc,LIVE,199.382,199.422,199.305,199.389,1,1,1
1771172640,CHFJPY_otc,LIVE,199.392,199.407,199.278,199.283,1,1,1
1771172700,CHFJPY_otc,LIVE,199.277,199.279,199.097,199.167,1,1,1
1771172760,CHFJPY_otc,LIVE,199.171,199.192,199.083,199.134,1,1,1
1771172820,CHFJPY_otc,LIVE,199.134,199.207,199.06,199.203,1,1,1
1771172880,CHFJPY_otc,LIVE,199.224,199.334,199.196,199.301,1,1,1
1771172940,CHFJPY_otc,LIVE,199.304,199.432,199.276,199.405,1,1,1
1771173000,CHFJPY_otc,LIVE,199.402,199.471,199.36,199.464,1,1,1
1771173060,CHFJPY_otc,LIVE,199.464,199.475,199.234,199.254,1,1,1
1771173120,CHFJPY_otc,LIVE,199.254,199.292,199.111,199.121,1,1,1
1771173180,CHFJPY_otc,LIVE,199.121,199.25,199.093,199.238,1,1,1
1771173240,CHFJPY_otc,LIVE,199.235,199.297,199.18,199.243,1,1,1
1771173300,CHFJPY_otc,LIVE,199.246,199.31,199.175,199.202,1,1,1
1771173360,CHFJPY_otc,LIVE,199.202,199.326,199.184,199.321,1,1,1
1771173420,CHFJPY_otc,LIVE,199.321,199.397,199.3,199.318,1,1,1
1771173480,CHFJPY_otc,LIVE,199.318,199.407,199.307,199.389,1,1,1
1771173540,CHFJPY_otc,LIVE,199.399,199.506,199.399,199.506,0,0,0
1771173600,CHFJPY_otc,LIVE,199.506,199.569,199.479,199.483,1,1,1
1771173660,CHFJPY_otc,LIVE,199.483,199.491,199.341,199.384,1,1,1
1771173720,CHFJPY_otc,LIVE,199.384,199.386,199.278,199.282,1,1,1
1771173780,CHFJPY_otc,LIVE,199.285,199.517,199.281,199.517,0,1,0
